Latitude,Longitude
-27.6004,-48.51828
-27.600409064670117,-48.51829508614449
-27.600409064670117,-48.51829508614449
-27.600416778121435,-48.51830427867781
-27.60042773343137,-48.51828863287376
-27.600445273504157,-48.51829644221731
-27.600456358291993,-48.5182958612882
-27.60046586056055,-48.51827871874194
-27.60045224525649,-48.51826461968185
-27.60045508831052,-48.518279245926884
-27.600457725259183,-48.51826866970347
-27.60047324066469,-48.51825859388132
-27.600489280945375,-48.51826507457539
-27.600492936298462,-48.51825555205504
-27.600503093772836,-48.518250376563344
-27.600505775833646,-48.518262994667396
-27.600508325715428,-48.518246895347446
-27.60051223976588,-48.51823324543136
-27.60052415439136,-48.51822608640212
-27.600519208913656,-48.518213202992236
