Latitude,Longitude
-27.60052,-48.5183
-27.600529119220504,-48.518289509536835
-27.600546238237797,-48.518283947230934
-27.60054083431953,-48.51826910008752
-27.60052709778876,-48.51825874886912
-27.600523647802643,-48.518247464473
-27.6005292475749,-48.5182637273925
-27.60053922468043,-48.51826160669326
-27.60055406860921,-48.51825590864286
-27.600544808745465,-48.51823920340645
-27.60054392283825,-48.518226534343015
-27.600549477541467,-48.51824100483962
-27.6005327015372,-48.51823208487993
-27.600544785944262,-48.518246486515466
-27.600532606318453,-48.518243674627286
-27.60052402465377,-48.51823186297917
-27.60052167257544,-48.51821270683845
-27.600508516656305,-48.51820571171216
-27.600521661401796,-48.51819749796357
-27.600533240771266,-48.51818156032878
