ALD;COST IN CLOUD;NU;MT
413.88606012895144;494854.2438970624;315823.206;47.06000000000019
439.9660636030641;474716.5464742223;331377.686;46.86000000000014
434.0390863003025;489709.7448014372;327009.198;46.980000000000146
450.7657416893465;470310.52086086455;360015.65;46.500000000000135
423.3345255004053;407121.6318998189;310428.182;46.820000000000135
426.4404256099472;448160.4109077873;314977.706;47.060000000000144
429.8619311044279;459787.2044893856;322312.206;47.060000000000144
442.1266171336485;458051.5887904155;354457.682;46.8200000000002
440.85246319959623;465529.07136409055;336044.222;47.22000000000016
437.5509429348353;451135.04224915797;354213.19;46.90000000000015
