ALD;COST IN CLOUD;NU;MT
226.97555032715044;668386.5927516557;224793.0;0.0
226.98773226099965;671333.1752066297;224785.5;0.0
226.96012945067142;677036.899112065;225321.0;0.0
226.68865404922872;661536.9983767901;223193.0;0.0
226.92746843767225;667373.0543360653;224765.0;0.0
226.9663843351673;672284.421011219;222339.0;0.0
226.759757820925;673295.350541782;224521.5;0.0
226.74087410578787;658394.4059653406;223865.5;0.0
226.86050028444004;655456.3954972452;223266.0;0.0
226.6805501600794;649956.3508096499;223107.5;0.0
