Latitude,Longitude
-27.600570678710938,-48.51858901977539
-27.60057872217759,-48.51858227050549
-27.60059807682755,-48.518584646957684
-27.60058529435904,-48.518575359950695
-27.600602000906534,-48.5185857993602
-27.600602000906534,-48.5185857993602
-27.600609615683265,-48.51859520282633
-27.600609615683265,-48.51859520282633
-27.600609615683265,-48.51859520282633
-27.60061535144763,-48.518603394346776
-27.60063362368193,-48.518606288384376
-27.60061930220099,-48.51860402008463
-27.60061930220099,-48.51860402008463
-27.60061930220099,-48.51860402008463
-27.60061930220099,-48.51860402008463
-27.600602320050715,-48.51860071908901
-27.600592679939794,-48.51858587461996
-27.600592679939794,-48.51858587461996
-27.600592679939794,-48.51858587461996
-27.600585731760663,-48.518572806995586
