Latitude,Longitude
-27.6004,-48.51828
-27.600414215456247,-48.518287558492155
-27.60042420936452,-48.51828790748712
-27.60042904953057,-48.518277036296176
-27.60041826629357,-48.518261636237746
-27.600424180970936,-48.51827230659817
-27.600435571670015,-48.518258240256266
-27.60042342556152,-48.51825333290989
-27.600430518344464,-48.51826093898839
-27.600420486533732,-48.518253650451264
-27.600404040244257,-48.5182507505267
-27.600413006594383,-48.51824079238604
-27.60043080852439,-48.51823359993944
-27.60044157873521,-48.518226869964785
-27.600430641585273,-48.51822331626935
-27.60044007074758,-48.51821969675306
-27.600453168543485,-48.51821302309271
-27.600460634611636,-48.5182264922362
-27.600474377392203,-48.518223820910265
-27.600490225657094,-48.51821467091027
