Latitude,Longitude
-27.600570678710938,-48.51858901977539
-27.600586020458493,-48.51858250758992
-27.600586020458493,-48.51858250758992
-27.600570432001227,-48.51857350758992
-27.60058242349789,-48.518583931638936
-27.6005800422177,-48.51856889682753
-27.6005800422177,-48.51856889682753
-27.6005800422177,-48.51856889682753
-27.6005800422177,-48.51856889682753
-27.6005800422177,-48.51856889682753
-27.6005800422177,-48.51856889682753
-27.600592385707998,-48.51858588618441
-27.600592385707998,-48.51858588618441
-27.600597377753033,-48.5186003841359
-27.600597377753033,-48.5186003841359
-27.60060118896263,-48.51861211383294
-27.60058367761255,-48.51859843246682
-27.60060007205058,-48.51859612837881
-27.60059865819075,-48.51857996788704
-27.60059865819075,-48.51857996788704
