Latitude,Longitude
-27.6004,-48.51828
-27.600404093203867,-48.51826661173342
-27.600411330388365,-48.51825767455486
-27.600425501718732,-48.51824775168251
-27.600432572786545,-48.51825482275032
-27.6004230055672,-48.51824558379399
-27.6004365493111,-48.51824871061365
-27.600425527519416,-48.5182360314927
-27.600433300300775,-48.518247555114954
-27.600424120431494,-48.518242255114956
-27.60044287463564,-48.51824356653666
-27.60045087641653,-48.51823076101041
-27.600462533605953,-48.51822132120454
-27.600449397014714,-48.51821780126553
-27.600461654507114,-48.518210436221054
-27.60046568923664,-48.51822363322668
-27.60046612548035,-48.518211140841345
-27.60047349052482,-48.518223398333745
-27.60047488075338,-48.518210171192536
-27.600488964477638,-48.51820419300627
