Latitude,Longitude
-27.60052,-48.5183
-27.600525067878706,-48.51831559732687
-27.600525067878706,-48.51831559732687
-27.600525067878706,-48.51831559732687
-27.6005341303864,-48.51830265472457
-27.600518850887614,-48.518295202415075
-27.60050409485074,-48.51828598181988
-27.6004888862432,-48.51827409955341
-27.60048834879095,-48.518258708934674
-27.60050061709479,-48.51827282200382
-27.600511112531276,-48.51826700428838
-27.600520111557813,-48.51827772891059
-27.600513011571017,-48.51826250293977
-27.600522594514505,-48.518268491027456
-27.60053893217197,-48.51826221958834
-27.60053391842239,-48.51824765860227
-27.600549976005723,-48.51824149467354
-27.600540119507407,-48.518225720978954
-27.600554520009908,-48.518236183556446
-27.60055890558548,-48.51825052812779
