Latitude,Longitude
-27.6004038,-48.5182798 
-27.6004064,-48.5182761 
-27.6004085,-48.5182667 
-27.6004145,-48.5182604 
-27.6004168,-48.5182547 
-27.6004168,-48.5182516 
-27.600421,-48.5182486 
-27.6004246,-48.5182473 
-27.6004183,-48.5182389 
-27.6004195,-48.5182335 
-27.6004216,-48.5182258 
-27.6004237,-48.5182215 
-27.6004261,-48.5182174 
-27.6004299,-48.5182141 
-27.6004335,-48.5182168 
-27.6004362,-48.5182201 
-27.6004376,-48.5182131 
-27.6004409,-48.5182121 
-27.6004463,-48.5182114 
-27.600446,-48.5182034 
