Latitude,Longitude
-27.6004,-48.51828
-27.600409298526895,-48.518272735194586
-27.600411175740476,-48.5182608829345
-27.600428190072495,-48.518265761715696
-27.600432661458193,-48.51827492941497
-27.600418478317984,-48.518271914695454
-27.6004036374763,-48.51826264110833
-27.600414289588766,-48.518268791108326
-27.60043217559029,-48.51827751469415
-27.600448019879387,-48.518279741463765
-27.600438336297536,-48.51827543005535
-27.600444722062832,-48.518261087391664
-27.6004540993908,-48.518253761020105
-27.600467433183397,-48.51825164915483
-27.600476837747433,-48.518264593426736
-27.600488530620108,-48.51826418510262
-27.600501628242473,-48.518274054869
-27.600506861695987,-48.518256937013874
-27.600513212702012,-48.51824547949571
-27.600524461485183,-48.518232073717954
