Latitude,Longitude
-27.6004,-48.51828
-27.6004,-48.51828
-27.60041587465895,-48.5182751466297
-27.600403984341742,-48.518264440539994
-27.600404890761467,-48.518254080115135
-27.600417428617288,-48.518247413618944
-27.60042227983475,-48.51823049541309
-27.60041123377651,-48.51822580663955
-27.60040381722823,-48.51821346343042
-27.600415506658003,-48.51822134805036
-27.60041777866365,-48.51821150691271
-27.60041777866365,-48.51821150691271
-27.600420850688476,-48.51822731111036
-27.600435407474993,-48.51822142978684
-27.600452122237357,-48.51821138654438
-27.600463497457664,-48.518198753082345
-27.60047766377527,-48.51819522102267
-27.600488619028397,-48.51819289241173
-27.60049900129003,-48.51818506881643
-27.600514381477165,-48.51818947901412
