Latitude,Longitude
-27.6004,-48.51828
-27.6004,-48.51828
-27.6004,-48.51828
-27.6004,-48.51828
-27.600407948788963,-48.518267279278554
-27.600421954713443,-48.5182635264024
-27.60040798288644,-48.51825513128178
-27.60040798288644,-48.51825513128178
-27.60040798288644,-48.51825513128178
-27.600411177191415,-48.51824129522686
-27.600427588345642,-48.51824792576356
-27.600412589428586,-48.518235779880015
-27.600423179236632,-48.51823942624335
-27.600436053025536,-48.51823474056739
-27.60041856976808,-48.518230055942674
-27.600424698639827,-48.5182180273546
-27.60041571063113,-48.51820768783335
-27.60041571063113,-48.51820768783335
-27.600432188018452,-48.518206824290075
-27.60044003002729,-48.51821617003228
