Latitude,Longitude
-27.60052,-48.5183
-27.600525469544994,-48.518315884712074
-27.60052411679528,-48.51830486744979
-27.600522381622792,-48.51828835838633
-27.60050612444194,-48.518283388067346
-27.60048966463511,-48.51828223708553
-27.60050646463511,-48.51828223708553
-27.60051695944398,-48.51827343089528
-27.60050957462565,-48.518256033353545
-27.600513348607222,-48.51824089674022
-27.60051353360273,-48.518230298354645
-27.60052795419952,-48.518219031749645
-27.600539368261725,-48.51820945421426
-27.600542279025397,-48.51822314828067
-27.600542279025397,-48.51822314828067
-27.600546883378613,-48.51823731902276
-27.600542161877414,-48.51822805255491
-27.600528116440213,-48.51821540598645
-27.600521571508146,-48.518207323668456
-27.600527953043898,-48.51819363842087
