Latitude,Longitude
-27.60052,-48.5183
-27.60053112832761,-48.51830196222441
-27.600541963969576,-48.51828809323515
-27.60052595409009,-48.518284101523875
-27.60052506961243,-48.518267224684735
-27.600530113146807,-48.51825589672106
-27.60051983823709,-48.51825517822938
-27.60053815819636,-48.51825775293175
-27.60055514784042,-48.51825715964031
-27.600536829683204,-48.518252930560486
-27.600526794501,-48.5182445100428
-27.60051895169589,-48.518231958930976
-27.600528144084045,-48.51824115131913
-27.600534550943294,-48.51823233303389
-27.60054987625551,-48.5182245243973
-27.60053830731249,-48.51821611906819
-27.600521645584383,-48.518212272405165
-27.600532177347286,-48.51822624852659
-27.600523692550837,-48.51821613673994
-27.600536306395277,-48.51821928172458
