Latitude,Longitude
-27.6004,-48.51828
-27.600417213485606,-48.51828526269068
-27.600429926967127,-48.518271142939
-27.600446124685764,-48.51826102148105
-27.60045551912654,-48.51824709364983
-27.600437444966655,-48.51824156782462
-27.600449523384412,-48.51823764330879
-27.600468223267566,-48.51824444950964
-27.60047913621229,-48.51824696896145
-27.600487523653428,-48.5182340534347
-27.600470303805473,-48.51822602368773
-27.600476782611747,-48.51824483950739
-27.600495218230545,-48.518240242991375
-27.60050291516641,-48.51824767583594
-27.600503463088508,-48.51823198539995
-27.600513343418648,-48.518244186591545
-27.60050621189645,-48.518225608341055
-27.60051013641228,-48.51823768675881
-27.60051723641228,-48.518249984319546
-27.600503289686507,-48.518248764139145
